label,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
dislike,0.0,0.0,-0.07466256658614528,0.33229373373565235,-0.24359392598960922,0.615725264888956,-0.42041992766169767,0.8160543893993715,-0.5368220234276253,1.0,-0.510193972848203,0.3499754702783629,-0.6475442558802381,0.27259861547063496,-0.4577028758417205,0.2614166283375256,-0.39100571301535053,0.2992506246651714,-0.5260097232974966,0.13591527342212323,-0.6445282562613472,0.08749574804228863,-0.41654336801853614,0.09684072229095621,-0.4004571080892921,0.13495748599465723,-0.5212748323384472,-0.06175193751370307,-0.6521997491031538,-0.11009178656885608,-0.4485699074779574,-0.08749574804228863,-0.40474486442906205,-0.03417222845486712,-0.5108308262685599,-0.22328231355531084,-0.6335440669972027,-0.26396459919604914,-0.4928760729489684,-0.23343993059802096,-0.4328441411296153,-0.18635651589361596
dislike,0.0,0.0,-0.06863735116080975,0.3356561610816101,-0.2460969357703391,0.6165153732533483,-0.42583809830182867,0.8157356099461732,-0.5399320029178825,1.0,-0.5177089185711438,0.3476624091559889,-0.6639567324247422,0.26390864853109086,-0.46160424633452346,0.25424089747539735,-0.38912216593870635,0.2976797963825507,-0.5318548715950486,0.1301714255939975,-0.66140415163927,0.076634625840477,-0.42222359406999294,0.08731785889047973,-0.3921085778494663,0.13677120901825035,-0.5253915807311017,-0.07069918172426917,-0.6622859728691303,-0.12643968501368325,-0.4487297696503978,-0.09995503108179132,-0.3975181574750349,-0.03791718016564873,-0.5111603906519021,-0.2359928049730866,-0.6414858659405187,-0.283379510484441,-0.49204860041321563,-0.25073286876778367,-0.4266570536636642,-0.19758232596915382
dislike,0.0,0.0,-0.08186301231952162,0.33409487810612165,-0.2648451179240831,0.6158696854652297,-0.4467535483620019,0.8146148526399424,-0.5623429456910275,1.0,-0.5414242984645359,0.3420353266014606,-0.6801343209390682,0.25060848266303476,-0.4750177468151546,0.24786194493653763,-0.41259214472477707,0.29731764253652754,-0.5549547792273314,0.12423171019808363,-0.6781110982089588,0.06312117428144705,-0.43530864013920595,0.08186673042745085,-0.41696692771597776,0.13428404399722915,-0.5461803305226344,-0.07878155887109091,-0.6782498122355496,-0.14160099439366525,-0.4623432889009902,-0.11071638787530724,-0.4199886054292384,-0.04630245606769473,-0.5303060117229083,-0.24627402684245117,-0.6556422859842775,-0.29928537965600066,-0.5051741761959866,-0.2630484137693549,-0.44511100268218584,-0.20898397838692462
dislike,0.0,0.0,-0.09120558851335073,0.33206701183204657,-0.2754968239044855,0.6147814044398369,-0.46168957090893065,0.8127583630707252,-0.5870765628764284,1.0,-0.5527931115357309,0.34340795295128573,-0.6951736857928179,0.2550536171772105,-0.49689870094779875,0.2425197014751428,-0.43046465707706444,0.28465562172240017,-0.5645581891834459,0.1176838260767719,-0.6875815549604695,0.059275036738688704,-0.4464322522345443,0.07678987499423806,-0.4289127754386972,0.12977186209271804,-0.5557788819436411,-0.09123081057621978,-0.6974590366157674,-0.14774736538158806,-0.4828387054877701,-0.12188112522870179,-0.4344039374249318,-0.059219954072652875,-0.5426628294342053,-0.2604972341253931,-0.6694454422137898,-0.30624860662598086,-0.5262450059590748,-0.27498861383311285,-0.4672198705789275,-0.22533217021935367
dislike,0.0,0.0,-0.08994637222964667,0.33459851362904536,-0.27974437516792333,0.6185008384888048,-0.4671400007044412,0.8172056563718308,-0.5881851236570862,1.0,-0.5604682729284698,0.3455464615364911,-0.7022871343127783,0.24903918003043068,-0.49979754592476394,0.24289424037804624,-0.4369121954783607,0.2892275511032801,-0.5724673519152504,0.12222840953184642,-0.695527409603746,0.060054195398601656,-0.45285643633670775,0.07931600504985377,-0.44008509184079514,0.1293633510675923,-0.5626767834515698,-0.08479609192317399,-0.6982528984699362,-0.14660760616030927,-0.4812480369523079,-0.11559268976321752,-0.437915296475145,-0.05108363143519418,-0.5471790768152387,-0.2546732542593223,-0.6798451510138568,-0.3064843231266012,-0.528840609114596,-0.2721102118650605,-0.4661083727495359,-0.21963341694448915
dislike,0.0,0.0,-0.08588792686453416,0.33924924436062526,-0.27023423000500607,0.6247578881644988,-0.4564938391256221,0.8221309802096599,-0.5782695035626223,1.0,-0.5437187504277272,0.3509498239146939,-0.6995929055662643,0.24759606354039654,-0.49065057354040525,0.24729639963574382,-0.4205053399292397,0.300907116711956,-0.5522450476098673,0.12866356596551914,-0.6870533253228813,0.0631492899945746,-0.44037780367034407,0.08478974165127334,-0.41868522389028984,0.1388527211608438,-0.5439677423018556,-0.0773095015590386,-0.6894529663086328,-0.14415260784769968,-0.46731115276830915,-0.10976814051412308,-0.4170153766315156,-0.04326663360365211,-0.5326972925701116,-0.24772973286229702,-0.6737093993995655,-0.3037633884095593,-0.5193985055245618,-0.2699188402977768,-0.4506193782075905,-0.21684454782056392
dislike,0.0,0.0,-0.08588792686453416,0.33924924436062526,-0.27023423000500607,0.6247578881644988,-0.4564938391256221,0.8221309802096599,-0.5782695035626223,1.0,-0.5437187504277272,0.3509498239146939,-0.6995929055662643,0.24759606354039654,-0.49065057354040525,0.24729639963574382,-0.4205053399292397,0.300907116711956,-0.5522450476098673,0.12866356596551914,-0.6870533253228813,0.0631492899945746,-0.44037780367034407,0.08478974165127334,-0.41868522389028984,0.1388527211608438,-0.5439677423018556,-0.0773095015590386,-0.6894529663086328,-0.14415260784769968,-0.46731115276830915,-0.10976814051412308,-0.4170153766315156,-0.04326663360365211,-0.5326972925701116,-0.24772973286229702,-0.6737093993995655,-0.3037633884095593,-0.5193985055245618,-0.2699188402977768,-0.4506193782075905,-0.21684454782056392
dislike,0.0,0.0,-0.09091236449260534,0.33530009166299984,-0.27500305201780095,0.6247423350439271,-0.45961075282227476,0.8245381060158271,-0.5785861648300399,1.0,-0.553540003975674,0.3502322900262986,-0.7084636479063451,0.24650906251674218,-0.4951347762278114,0.2479230909079731,-0.4188009566209464,0.3008381997281435,-0.5597380153774856,0.1282637927051944,-0.6982352164502735,0.06430725929386993,-0.45232777470868235,0.08427228624384583,-0.42227923225577346,0.13676699242016374,-0.5528985679083476,-0.07969499144117598,-0.7016004869176026,-0.14479855657855484,-0.4825677818754349,-0.11362230452667668,-0.42609564511459047,-0.05149668903642016,-0.5429828035996537,-0.25530092309998353,-0.6876279541995326,-0.30655462175033293,-0.5355156797597499,-0.27320375212287235,-0.46268179999080733,-0.22220270492213623
dislike,0.0,0.0,-0.09650629142205265,0.33981370777636094,-0.2878709068624345,0.6276407042054701,-0.47715434458373646,0.8255659509658969,-0.6032636355893768,1.0,-0.5618970603880444,0.3485518840080854,-0.7153537103284706,0.23984733314845763,-0.5079202338982062,0.23863964888156589,-0.44216038153156645,0.29667391729101505,-0.5713681577451374,0.12557706118963088,-0.7068454007946904,0.056276966973754824,-0.4603390062273246,0.07462445528223358,-0.44173011822515795,0.12944943094730718,-0.5630581819135577,-0.08298099385519164,-0.7125849954218216,-0.1539744394125904,-0.4910394719431487,-0.12672521587577296,-0.4403453187204912,-0.06147136494550538,-0.5502619743604328,-0.25562444025248793,-0.6954466648847086,-0.31449330159601163,-0.5402176837629532,-0.2820028226451704,-0.4686259953891098,-0.22778699372964906
dislike,0.0,0.0,-0.08514460269856282,0.33748061865601586,-0.27239065288906544,0.6217028275959867,-0.45967010403518704,0.8194725227331592,-0.5779707220114642,1.0,-0.5425624861561829,0.34008882310267924,-0.689822318635741,0.23787955498207483,-0.48093801603011477,0.23743274395296207,-0.4122970012973634,0.2942870302331387,-0.550845923149675,0.11984848857745917,-0.6800727554850815,0.050248221838599554,-0.43856743887332134,0.07114843033088042,-0.41368021104716096,0.129137470129584,-0.5436213550474703,-0.08568927266782222,-0.6871443823694521,-0.15789862282586148,-0.46762363334423257,-0.12462013737754447,-0.41486740992582644,-0.057152257963198005,-0.5310245069257175,-0.25856705212541414,-0.6716829628171186,-0.3209620881574275,-0.5193874967917503,-0.2845620783129353,-0.4499006175074918,-0.22667353437192725
dislike,0.0,0.0,-0.08165893907276571,0.33045716226407496,-0.2782155875818815,0.619636862799208,-0.4711776391196376,0.8144503982629865,-0.5924369561284474,1.0,-0.5600923935781666,0.34371986305000074,-0.7003012177511503,0.2289281557319165,-0.48873076083760625,0.23088889882453126,-0.4244694934490395,0.2944821752108421,-0.5682572215423545,0.11566637284142824,-0.6956095876843305,0.030256202382323585,-0.4454975896361907,0.05798493526320356,-0.42845315964777686,0.13059520189406243,-0.5575296887357353,-0.09460511398040619,-0.6924890392921427,-0.1797941012486043,-0.46850863606363796,-0.13946977029814725,-0.4273247404502603,-0.05587466404286749,-0.5387075025516013,-0.26663381982778506,-0.6685834889560893,-0.34161284887799126,-0.5163161835921157,-0.30361671529045026,-0.4587277199388504,-0.23670243399221447
dislike,0.0,0.0,-0.08088840150705257,0.33457479440059884,-0.2714436406001313,0.6239913313966422,-0.4620601973837193,0.8183927004103546,-0.5809919306511732,1.0,-0.5533489086191641,0.34662920066910335,-0.6966471664562018,0.23151723367757143,-0.4819688962312133,0.23460563097828968,-0.41733886555163263,0.29980114702589944,-0.5608909845517929,0.12098661645132901,-0.6881882873732065,0.03906321972379787,-0.43768567485450377,0.06800961295503577,-0.4230265997326312,0.1385773881092853,-0.5518384791316941,-0.08898441019935359,-0.6870946404487626,-0.16912248460466825,-0.462828297729083,-0.12823306409831448,-0.42248036871186345,-0.04910510237240218,-0.5358946947163997,-0.26232744772370664,-0.6645578713104597,-0.3323024852030341,-0.5127059437577555,-0.2946643833973022,-0.45536116564040996,-0.2319423104209563
dislike,0.0,0.0,-0.08744508526098815,0.33327186253543245,-0.27585803814957033,0.6218421608373512,-0.4646680725633025,0.8223888543528761,-0.5865839983581348,1.0,-0.5586984649155421,0.34114181015636386,-0.7081453764541066,0.22891021198502096,-0.4922915619432307,0.22886470376528467,-0.4143832743907699,0.2906006192687156,-0.5633510111450523,0.11753732120177393,-0.694967028848642,0.04333810227749306,-0.4462872133800115,0.06825191922737156,-0.4190727030990205,0.1338706079362766,-0.5546892799885783,-0.09277936246850861,-0.6975598076162318,-0.16574599274842877,-0.4771391094071142,-0.13044589132161225,-0.42550393660972685,-0.0584230360823669,-0.5418491209180168,-0.268684098595194,-0.6806111188775829,-0.33136289682126574,-0.5300267992849558,-0.2956437033577928,-0.46372191800787027,-0.23725665743613233
dislike,0.0,0.0,-0.09783274484588186,0.32347820524503146,-0.2898445029277527,0.6103394358607014,-0.48158379262712026,0.8111302278173623,-0.6069533448435886,1.0,-0.5865106727343937,0.33382838293786693,-0.7290282323108276,0.21661658840618367,-0.5078895136182896,0.2228127547790592,-0.44576400677580286,0.2842756474820361,-0.5893035490892676,0.10879906920214137,-0.7118584998971077,0.03093949391487279,-0.4523506206425426,0.06621192910632182,-0.4456740891922082,0.1278760802933848,-0.5785375780065212,-0.1090362343722938,-0.7175380927696003,-0.1816042503860723,-0.49178068799624397,-0.14068028384989678,-0.4506289101325047,-0.06923714284162497,-0.5658054895589996,-0.2847846775609765,-0.69971238442724,-0.34687578640168537,-0.5501972453838787,-0.3145160170976173,-0.4882757126571974,-0.2630466491216742
dislike,0.0,0.0,-0.09519565680500913,0.312037949251022,-0.2910255117354699,0.6056061013821915,-0.48150066504874933,0.8109578790524263,-0.6032078681622158,1.0,-0.5933977277948607,0.33877326700946464,-0.7196889636517592,0.21877776630741902,-0.5064431259499098,0.22346413719397762,-0.4467811819548316,0.2887505019939528,-0.597779471147506,0.11314660252282917,-0.7070515456043232,0.025784139915038456,-0.45526331335700737,0.06446825637882896,-0.450192950662274,0.1376364483711527,-0.5830529228430074,-0.1057889972473128,-0.7073141041056392,-0.18266254608945964,-0.4900317278079886,-0.1390324838571276,-0.4546492844982477,-0.05937104111009734,-0.5629355711273963,-0.28589696846374035,-0.6838252625435832,-0.3495044506649592,-0.5392339975068877,-0.31166887553951295,-0.4847611642560017,-0.2551131776321639
dislike,0.0,0.0,-0.09915102852065573,0.31913003138774493,-0.2968062587169438,0.6063541366480935,-0.4908294227347791,0.8129626858577622,-0.6167660397014341,1.0,-0.5932400747164472,0.3331874949208949,-0.7299052610082762,0.20947293957761637,-0.5120991405329529,0.21726604854769832,-0.4494441997144606,0.2871383414783937,-0.594169082396504,0.10543607434580377,-0.7114357606782655,0.022589760344206643,-0.45706638086735973,0.06149593026864755,-0.447217040243905,0.13336208119311216,-0.5793733306424697,-0.11207167213285829,-0.7137939648086613,-0.1904138882150068,-0.4917893173712741,-0.14474227533712514,-0.4488540489351347,-0.06470727411813991,-0.5630395284071537,-0.28915379035433336,-0.6938289960149828,-0.3596273293788033,-0.5489817650006402,-0.32229369537244423,-0.4903148400430498,-0.2647686881829803
